,0
body_len,0.6362836150622901
title_len,0.23314027024113154
stars,0.07363148597697848
forks,0.05113484318094972
task_fix,0.001884584063004257
task_feature,0.0014933971122656003
task_refactor,0.0012955696281011936
task_unknown,0.0011362347352789667
loc_added,0.0
loc_deleted,0.0
files_touched,0.0
churn_total,0.0
churn_ratio,0.0
